job_id,salary_bin
JOB-2019-0008338,2
JOB-2019-0010330,6
JOB-2019-0002141,0
JOB-2019-0011632,9
JOB-2019-0020121,3
JOB-2019-0019302,9
JOB-2019-0014531,7
JOB-2019-0011167,7
JOB-2019-0013574,1
JOB-2019-0000421,0
JOB-2019-0007884,9
JOB-2019-0000965,7
JOB-2019-0000105,2
JOB-2019-0011530,3
JOB-2019-0003846,0
JOB-2019-0001715,0
JOB-2019-0017894,4
JOB-2019-0003686,3
JOB-2019-0018781,9
JOB-2019-0008079,1
JOB-2019-0005125,0
JOB-2019-0008197,8
JOB-2019-0018330,6
JOB-2019-0001679,3
JOB-2019-0019318,0
JOB-2019-0019685,9
JOB-2019-0017231,0
JOB-2019-0017619,7
JOB-2019-0010911,9
JOB-2019-0005457,0
JOB-2019-0017107,0
JOB-2019-0012872,0
JOB-2019-0012689,9
JOB-2019-0000887,0
JOB-2019-0015308,9
JOB-2019-0004985,9
JOB-2019-0007276,8
JOB-2019-0007051,2
JOB-2019-0004778,9
JOB-2019-0010261,7
JOB-2019-0013017,1
JOB-2019-0000159,3
JOB-2019-0006329,3
JOB-2019-0010200,3
JOB-2019-0001576,3
JOB-2019-0019587,8
JOB-2019-0002974,3
JOB-2019-0001001,3
JOB-2019-0014196,7
JOB-2019-0005823,9
JOB-2019-0016755,6
JOB-2019-0008433,4
JOB-2019-0012080,3
JOB-2019-0009978,4
JOB-2019-0002533,6
JOB-2019-0013663,7
JOB-2019-0013236,0
JOB-2019-0014849,4
JOB-2019-0014346,9
JOB-2019-0004486,9
JOB-2019-0000164,0
JOB-2019-0007743,3
JOB-2019-0001333,9
JOB-2019-0002359,6
JOB-2019-0008072,5
JOB-2019-0011918,5
JOB-2019-0003769,0
JOB-2019-0006696,9
JOB-2019-0014905,0
JOB-2019-0014530,2
JOB-2019-0003108,0
JOB-2019-0001009,7
JOB-2019-0009488,0
JOB-2019-0013101,4
JOB-2019-0015425,3
JOB-2019-0015887,1
JOB-2019-0018282,6
JOB-2019-0003331,8
JOB-2019-0020100,0
JOB-2019-0009202,6
JOB-2019-0008627,3
JOB-2019-0001559,9
JOB-2019-0017908,0
JOB-2019-0015685,2
JOB-2019-0005902,9
JOB-2019-0020247,4
JOB-2019-0018278,7
JOB-2019-0009485,0
JOB-2019-0019504,0
JOB-2019-0014913,7
JOB-2019-0003773,9
JOB-2019-0017930,3
JOB-2019-0016345,9
JOB-2019-0005601,6
JOB-2019-0012771,0
JOB-2019-0019974,3
JOB-2019-0001531,0
JOB-2019-0008005,1
JOB-2019-0003099,2
JOB-2019-0005178,1
JOB-2019-0009478,7
JOB-2019-0004971,0
JOB-2019-0009870,4
JOB-2019-0002867,6
JOB-2019-0016520,3
JOB-2019-0006589,4
JOB-2019-0017679,9
JOB-2019-0000452,9
JOB-2019-0019401,9
JOB-2019-0003006,3
JOB-2019-0000532,2
JOB-2019-0012115,9
JOB-2019-0015000,3
JOB-2019-0018546,0
JOB-2019-0018445,7
JOB-2019-0004222,6
JOB-2019-0015692,8
JOB-2019-0006248,1
JOB-2019-0017445,4
JOB-2019-0015278,0
JOB-2019-0011582,0
JOB-2019-0020199,6
JOB-2019-0013838,6
JOB-2019-0010803,9
JOB-2019-0001878,9
JOB-2019-0004141,6
JOB-2019-0005737,9
JOB-2019-0013212,1
JOB-2019-0019578,3
JOB-2019-0008525,3
JOB-2019-0003766,6
JOB-2019-0004593,2
JOB-2019-0007983,9
JOB-2019-0002150,6
JOB-2019-0011351,9
JOB-2019-0013859,5
JOB-2019-0005927,3
JOB-2019-0006106,2
JOB-2019-0014681,9
JOB-2019-0000867,0
JOB-2019-0016266,0
JOB-2019-0010183,1
JOB-2019-0009099,8
JOB-2019-0010106,9
JOB-2019-0011343,9
JOB-2019-0010927,6
JOB-2019-0010334,8
JOB-2019-0013223,9
JOB-2019-0007820,0
JOB-2019-0020141,9
JOB-2019-0001258,0
JOB-2019-0014948,0
JOB-2019-0017584,8
JOB-2019-0016141,0
JOB-2019-0019110,0
JOB-2019-0001458,9
JOB-2019-0012870,1
JOB-2019-0013077,9
JOB-2019-0000907,6
JOB-2019-0010660,9
JOB-2019-0004962,2
JOB-2019-0017549,3
JOB-2019-0002603,4
JOB-2019-0005172,9
JOB-2019-0008166,4
JOB-2019-0007356,9
JOB-2019-0000578,8
JOB-2019-0013514,8
JOB-2019-0001259,9
JOB-2019-0011750,2
JOB-2019-0018275,6
JOB-2019-0015712,4
JOB-2019-0018726,9
JOB-2019-0018873,0
JOB-2019-0019522,9
JOB-2019-0014245,7
JOB-2019-0000227,8
JOB-2019-0002328,0
JOB-2019-0017688,0
JOB-2019-0008046,6
JOB-2019-0010659,1
JOB-2019-0008087,0
JOB-2019-0003303,3
JOB-2019-0001512,8
JOB-2019-0019598,9
JOB-2019-0000308,3
JOB-2019-0015572,9
JOB-2019-0008503,9
JOB-2019-0018538,9
JOB-2019-0010788,9
JOB-2019-0002112,1
JOB-2019-0007604,0
JOB-2019-0007661,4
JOB-2019-0005951,4
JOB-2019-0011954,6
JOB-2019-0012458,6
JOB-2019-0014801,6
JOB-2019-0011098,0
JOB-2019-0002455,0
JOB-2019-0002827,0
JOB-2019-0016347,4
JOB-2019-0003956,9
JOB-2019-0000973,3
JOB-2019-0008343,6
JOB-2019-0017617,0
JOB-2019-0016608,0
JOB-2019-0014143,1
JOB-2019-0019584,2
JOB-2019-0001260,6
JOB-2019-0019381,9
JOB-2019-0012099,7
JOB-2019-0016870,6
JOB-2019-0010242,6
JOB-2019-0007792,8
JOB-2019-0001708,8
JOB-2019-0005571,6
JOB-2019-0015413,3
JOB-2019-0006390,9
JOB-2019-0000803,1
JOB-2019-0006163,0
JOB-2019-0020240,9
JOB-2019-0006993,8
JOB-2019-0005928,6
JOB-2019-0001327,3
JOB-2019-0017038,4
JOB-2019-0009660,6
JOB-2019-0010672,6
JOB-2019-0014947,3
JOB-2019-0012345,2
JOB-2019-0004674,9
JOB-2019-0006798,6
JOB-2019-0013330,4
JOB-2019-0000933,4
JOB-2019-0010429,9
JOB-2019-0007536,6
JOB-2019-0015422,9
JOB-2019-0002701,0
JOB-2019-0002461,1
JOB-2019-0016254,3
JOB-2019-0009247,7
JOB-2019-0002053,2
JOB-2019-0009412,9
JOB-2019-0012511,0
JOB-2019-0000078,0
JOB-2019-0015202,3
JOB-2019-0000905,4
JOB-2019-0006515,0
JOB-2019-0001757,7
JOB-2019-0013437,2
JOB-2019-0011676,2
JOB-2019-0006672,8
JOB-2019-0017143,4
JOB-2019-0011204,9
JOB-2019-0017881,6
JOB-2019-0015207,8
JOB-2019-0002168,6
JOB-2019-0014768,4
JOB-2019-0017013,6
JOB-2019-0013331,1
JOB-2019-0007822,2
JOB-2019-0012271,3
JOB-2019-0010585,7
JOB-2019-0019631,0
JOB-2019-0011382,0
JOB-2019-0000344,6
JOB-2019-0001380,4
JOB-2019-0002273,9
JOB-2019-0003972,3
JOB-2019-0000835,0
JOB-2019-0012403,8
JOB-2019-0011595,8
JOB-2019-0014498,3
JOB-2019-0009031,8
JOB-2019-0001321,6
JOB-2019-0013573,3
JOB-2019-0012008,3
JOB-2019-0003358,0
JOB-2019-0004936,0
JOB-2019-0000671,0
JOB-2019-0010219,1
JOB-2019-0007651,4
JOB-2019-0001366,9
JOB-2019-0003289,3
JOB-2019-0014416,3
JOB-2019-0019976,2
JOB-2019-0009338,6
JOB-2019-0010174,9
JOB-2019-0014543,7
JOB-2019-0009366,0
JOB-2019-0009075,6
JOB-2019-0011192,8
JOB-2019-0000508,2
JOB-2019-0006069,8
JOB-2019-0002332,0
JOB-2019-0007640,6
JOB-2019-0016919,0
JOB-2019-0011998,9
JOB-2019-0012819,6
JOB-2019-0003131,4
JOB-2019-0017996,4
JOB-2019-0017355,7
JOB-2019-0018227,4
JOB-2019-0002169,0
JOB-2019-0000645,8
JOB-2019-0008305,2
JOB-2019-0002530,0
JOB-2019-0016297,6
JOB-2019-0006692,3
JOB-2019-0013348,9
JOB-2019-0010086,9
JOB-2019-0018167,2
JOB-2019-0011693,9
JOB-2019-0001476,0
JOB-2019-0007671,1
JOB-2019-0001414,4
JOB-2019-0018253,0
JOB-2019-0000596,4
JOB-2019-0009757,0
JOB-2019-0013887,9
JOB-2019-0001098,0
JOB-2019-0017310,3
JOB-2019-0012873,0
JOB-2019-0019038,6
JOB-2019-0003349,3
JOB-2019-0002572,9
JOB-2019-0005868,0
JOB-2019-0001956,2
JOB-2019-0010273,0
JOB-2019-0010493,8
JOB-2019-0009806,0
JOB-2019-0012936,1
JOB-2019-0009276,2
JOB-2019-0006847,3
JOB-2019-0009140,8
JOB-2019-0009814,7
JOB-2019-0002444,0
JOB-2019-0004525,6
JOB-2019-0000236,9
JOB-2019-0009974,0
JOB-2019-0016386,6
JOB-2019-0017715,3
JOB-2019-0002350,8
JOB-2019-0013422,2
JOB-2019-0001118,9
JOB-2019-0009520,9
JOB-2019-0012736,9
JOB-2019-0014117,3
JOB-2019-0011289,3
JOB-2019-0014984,2
JOB-2019-0019345,3
JOB-2019-0001767,4
JOB-2019-0001303,9
JOB-2019-0001859,6
JOB-2019-0016107,0
JOB-2019-0005387,6
JOB-2019-0004116,9
JOB-2019-0003637,2
JOB-2019-0016330,6
JOB-2019-0004669,2
JOB-2019-0008066,7
JOB-2019-0006943,5
JOB-2019-0005080,9
JOB-2019-0014271,9
JOB-2019-0013798,9
JOB-2019-0006790,4
JOB-2019-0012590,2
JOB-2019-0017189,3
JOB-2019-0002134,3
JOB-2019-0005673,4
JOB-2019-0014422,8
JOB-2019-0007085,7
JOB-2019-0015112,9
JOB-2019-0018925,4
JOB-2019-0015847,7
JOB-2019-0014074,4
JOB-2019-0006858,0
JOB-2019-0000001,9
JOB-2019-0014560,4
JOB-2019-0005527,9
JOB-2019-0019743,4
JOB-2019-0018996,0
JOB-2019-0005207,0
JOB-2019-0018336,0
JOB-2019-0003406,7
JOB-2019-0001285,0
JOB-2019-0002213,6
JOB-2019-0007872,4
JOB-2019-0010149,3
JOB-2019-0004672,4
JOB-2019-0011945,2
JOB-2019-0003246,0
JOB-2019-0001077,4
JOB-2019-0013678,0
JOB-2019-0007305,2
JOB-2019-0001824,7
JOB-2019-0001404,6
JOB-2019-0004637,9
JOB-2019-0014239,9
JOB-2019-0004908,8
JOB-2019-0001720,1
JOB-2019-0005263,0
JOB-2019-0000792,3
JOB-2019-0012405,9
JOB-2019-0000912,6
JOB-2019-0001455,6
JOB-2019-0009798,6
JOB-2019-0016371,0
JOB-2019-0011556,8
JOB-2019-0006129,2
JOB-2019-0002270,9
JOB-2019-0008275,1
JOB-2019-0012701,9
JOB-2019-0002178,6
JOB-2019-0011976,3
JOB-2019-0020015,4
JOB-2019-0008664,6
JOB-2019-0014085,0
JOB-2019-0006017,0
JOB-2019-0017708,4
JOB-2019-0011837,4
JOB-2019-0019222,8
JOB-2019-0016581,1
JOB-2019-0002385,5
JOB-2019-0018522,9
JOB-2019-0012587,1
JOB-2019-0020006,6
JOB-2019-0002276,0
JOB-2019-0013555,9
JOB-2019-0001964,2
JOB-2019-0016486,8
JOB-2019-0012385,2
JOB-2019-0014514,9
JOB-2019-0016098,3
JOB-2019-0005518,0
JOB-2019-0017682,9
JOB-2019-0004955,9
JOB-2019-0005715,3
JOB-2019-0006516,6
JOB-2019-0001284,3
JOB-2019-0011742,9
JOB-2019-0007891,6
JOB-2019-0011478,6
JOB-2019-0012952,3
JOB-2019-0017423,8
JOB-2019-0003710,6
JOB-2019-0004277,9
JOB-2019-0002993,0
JOB-2019-0015214,0
JOB-2019-0010711,0
JOB-2019-0014668,2
JOB-2019-0005726,9
JOB-2019-0003939,0
JOB-2019-0005655,1
JOB-2019-0014383,2
JOB-2019-0004224,0
JOB-2019-0002569,9
JOB-2019-0011244,0
JOB-2019-0004999,0
JOB-2019-0011739,7
JOB-2019-0013722,0
JOB-2019-0010501,7
JOB-2019-0003164,2
JOB-2019-0007840,3
JOB-2019-0014432,6
JOB-2019-0008161,7
JOB-2019-0010669,6
JOB-2019-0004803,9
JOB-2019-0015397,9
JOB-2019-0017869,9
JOB-2019-0013486,1
JOB-2019-0011649,9
JOB-2019-0008556,0
JOB-2019-0006109,9
JOB-2019-0001563,6
JOB-2019-0004155,0
JOB-2019-0002671,7
JOB-2019-0019310,9
JOB-2019-0019096,0
JOB-2019-0017922,3
JOB-2019-0018984,1
JOB-2019-0007762,8
JOB-2019-0003555,0
JOB-2019-0019555,2
JOB-2019-0015477,4
JOB-2019-0018311,6
JOB-2019-0019185,3
JOB-2019-0000547,7
JOB-2019-0009477,9
JOB-2019-0003981,7
JOB-2019-0006817,3
JOB-2019-0013407,0
JOB-2019-0000146,6
JOB-2019-0007064,3
JOB-2019-0012845,7
JOB-2019-0005874,0
JOB-2019-0006333,9
JOB-2019-0014730,2
JOB-2019-0013275,4
JOB-2019-0000376,2
JOB-2019-0010582,9
JOB-2019-0019022,3
JOB-2019-0009130,0
JOB-2019-0013832,3
JOB-2019-0020058,7
JOB-2019-0000162,8
JOB-2019-0018926,7
JOB-2019-0019270,9
JOB-2019-0015784,0
JOB-2019-0018760,0
JOB-2019-0001807,0
JOB-2019-0008825,3
JOB-2019-0008247,0
JOB-2019-0009573,9
JOB-2019-0016423,1
JOB-2019-0012524,6
JOB-2019-0004779,0
JOB-2019-0010207,2
JOB-2019-0013461,4
JOB-2019-0018886,3
JOB-2019-0012900,4
JOB-2019-0009033,9
JOB-2019-0003149,6
JOB-2019-0006923,0
JOB-2019-0004558,2
JOB-2019-0007681,2
JOB-2019-0013819,6
JOB-2019-0002831,7
JOB-2019-0000918,9
JOB-2019-0015085,6
JOB-2019-0002211,3
JOB-2019-0015677,9
JOB-2019-0008840,8
JOB-2019-0007021,1
JOB-2019-0018624,9
JOB-2019-0009246,9
JOB-2019-0013871,0
JOB-2019-0001509,3
JOB-2019-0005296,7
JOB-2019-0017501,9
JOB-2019-0006740,2
JOB-2019-0019228,6
JOB-2019-0000930,0
JOB-2019-0011047,6
JOB-2019-0005936,6
JOB-2019-0011826,4
JOB-2019-0015158,9
JOB-2019-0001958,0
JOB-2019-0019118,9
JOB-2019-0003288,6
JOB-2019-0012100,4
JOB-2019-0006147,0
JOB-2019-0011004,8
JOB-2019-0006004,3
JOB-2019-0004255,2
JOB-2019-0016279,8
JOB-2019-0018340,9
JOB-2019-0000738,8
JOB-2019-0010189,7
JOB-2019-0016467,9
JOB-2019-0017098,2
JOB-2019-0003625,0
JOB-2019-0002501,0
JOB-2019-0005764,4
JOB-2019-0016901,9
JOB-2019-0018908,3
JOB-2019-0014854,6
JOB-2019-0004622,0
JOB-2019-0006702,7
JOB-2019-0001002,4
JOB-2019-0002843,3
JOB-2019-0007266,2
JOB-2019-0012190,2
JOB-2019-0003851,8
JOB-2019-0014333,9
JOB-2019-0016310,9
JOB-2019-0002996,3
JOB-2019-0016157,9
JOB-2019-0015152,8
JOB-2019-0006406,1
JOB-2019-0006083,2
JOB-2019-0004044,9
JOB-2019-0003476,6
JOB-2019-0008803,2
JOB-2019-0009558,9
JOB-2019-0000858,6
JOB-2019-0006940,1
JOB-2019-0006789,8
JOB-2019-0018157,0
JOB-2019-0015566,9
JOB-2019-0005790,5
JOB-2019-0002938,6
JOB-2019-0004420,2
JOB-2019-0016548,0
JOB-2019-0019588,3
JOB-2019-0003110,6
JOB-2019-0015412,3
JOB-2019-0018030,9
JOB-2019-0018482,9
JOB-2019-0013635,3
JOB-2019-0003350,5
JOB-2019-0019608,9
JOB-2019-0018493,0
JOB-2019-0011263,0
JOB-2019-0005168,3
JOB-2019-0004458,2
JOB-2019-0006607,3
JOB-2019-0003184,3
JOB-2019-0010998,9
JOB-2019-0016797,9
JOB-2019-0004248,9
JOB-2019-0000408,1
JOB-2019-0000266,3
JOB-2019-0011933,2
JOB-2019-0005863,1
JOB-2019-0009929,0
JOB-2019-0017985,3
JOB-2019-0019301,0
JOB-2019-0015931,9
JOB-2019-0004074,3
JOB-2019-0019323,0
JOB-2019-0006462,8
JOB-2019-0013018,9
JOB-2019-0007747,9
JOB-2019-0010246,0
JOB-2019-0018512,8
JOB-2019-0003125,8
JOB-2019-0014540,0
JOB-2019-0005822,3
JOB-2019-0006312,9
JOB-2019-0014283,0
JOB-2019-0012158,0
JOB-2019-0014184,0
JOB-2019-0005278,9
JOB-2019-0013980,6
JOB-2019-0012560,9
JOB-2019-0013738,9
JOB-2019-0005692,0
JOB-2019-0013951,1
JOB-2019-0018634,0
JOB-2019-0001345,7
JOB-2019-0008573,4
JOB-2019-0009810,7
JOB-2019-0018240,0
JOB-2019-0018654,0
JOB-2019-0012061,9
JOB-2019-0015909,9
JOB-2019-0011746,9
JOB-2019-0018326,4
JOB-2019-0007405,6
JOB-2019-0006836,2
JOB-2019-0016140,0
JOB-2019-0008360,2
JOB-2019-0005306,9
JOB-2019-0013799,0
JOB-2019-0015798,7
JOB-2019-0020221,7
JOB-2019-0013669,9
JOB-2019-0004927,1
JOB-2019-0014339,3
JOB-2019-0010017,0
JOB-2019-0016036,3
JOB-2019-0015257,6
JOB-2019-0016492,6
JOB-2019-0000592,0
JOB-2019-0019076,9
JOB-2019-0011580,0
JOB-2019-0004609,4
JOB-2019-0001691,3
JOB-2019-0000319,0
JOB-2019-0018356,9
JOB-2019-0019390,0
JOB-2019-0006011,6
JOB-2019-0008242,9
JOB-2019-0019763,6
JOB-2019-0005891,9
JOB-2019-0004298,8
JOB-2019-0011217,2
JOB-2019-0016067,6
JOB-2019-0004602,9
JOB-2019-0015265,6
JOB-2019-0017322,0
JOB-2019-0004020,2
JOB-2019-0015262,2
JOB-2019-0012924,0
JOB-2019-0001142,1
JOB-2019-0009188,7
JOB-2019-0003185,6
JOB-2019-0016623,7
JOB-2019-0020220,9
JOB-2019-0004572,3
JOB-2019-0000303,7
JOB-2019-0000970,7
JOB-2019-0014891,4
JOB-2019-0015406,8
JOB-2019-0013478,9
JOB-2019-0005509,9
JOB-2019-0002482,6
JOB-2019-0006182,4
JOB-2019-0012425,0
JOB-2019-0001177,5
JOB-2019-0002858,0
JOB-2019-0013667,4
JOB-2019-0013808,1
JOB-2019-0019689,0
JOB-2019-0009982,8
JOB-2019-0013969,0
JOB-2019-0011270,0
JOB-2019-0019798,7
JOB-2019-0017133,9
JOB-2019-0000393,3
JOB-2019-0004065,1
JOB-2019-0009379,5
JOB-2019-0018322,2
JOB-2019-0017659,6
JOB-2019-0001985,9
JOB-2019-0002283,0
JOB-2019-0013432,0
JOB-2019-0014749,7
JOB-2019-0013849,9
JOB-2019-0001067,8
JOB-2019-0009077,0
JOB-2019-0003102,0
JOB-2019-0001678,0
JOB-2019-0003295,9
JOB-2019-0001203,9
JOB-2019-0005100,3
JOB-2019-0016252,2
JOB-2019-0010388,0
JOB-2019-0000072,7
JOB-2019-0000606,9
JOB-2019-0008838,4
JOB-2019-0010726,6
JOB-2019-0008886,1
JOB-2019-0009221,3
JOB-2019-0013444,6
JOB-2019-0007471,3
JOB-2019-0002507,9
JOB-2019-0017451,0
JOB-2019-0004752,0
JOB-2019-0011307,3
JOB-2019-0014102,4
JOB-2019-0018302,8
JOB-2019-0005846,0
JOB-2019-0019195,9
JOB-2019-0012126,4
JOB-2019-0013051,9
JOB-2019-0016348,3
JOB-2019-0003629,0
JOB-2019-0009050,3
JOB-2019-0001904,9
JOB-2019-0000708,0
JOB-2019-0009539,2
JOB-2019-0017068,4
JOB-2019-0006511,4
JOB-2019-0015095,0
JOB-2019-0001941,7
JOB-2019-0012360,9
JOB-2019-0019901,9
JOB-2019-0000156,0
JOB-2019-0016691,4
JOB-2019-0000131,0
JOB-2019-0012617,0
JOB-2019-0006910,3
JOB-2019-0015285,6
JOB-2019-0016389,3
JOB-2019-0003860,8
JOB-2019-0007176,1
JOB-2019-0003896,6
JOB-2019-0002193,0
JOB-2019-0003801,9
JOB-2019-0010775,0
JOB-2019-0002452,9
JOB-2019-0000214,6
JOB-2019-0000494,9
JOB-2019-0019172,6
JOB-2019-0005011,9
JOB-2019-0009908,3
JOB-2019-0003050,9
JOB-2019-0001470,9
JOB-2019-0012191,7
JOB-2019-0008053,9
JOB-2019-0006143,0
JOB-2019-0019236,6
JOB-2019-0005421,2
JOB-2019-0002473,1
JOB-2019-0009103,7
JOB-2019-0008604,3
JOB-2019-0004919,8
JOB-2019-0002854,3
JOB-2019-0006413,4
JOB-2019-0016932,1
JOB-2019-0015761,6
JOB-2019-0011812,3
JOB-2019-0019437,6
JOB-2019-0015970,9
JOB-2019-0007894,2
JOB-2019-0014079,0
JOB-2019-0012101,0
JOB-2019-0019966,8
JOB-2019-0015853,9
JOB-2019-0007818,3
JOB-2019-0007227,9
JOB-2019-0003518,3
JOB-2019-0017552,6
JOB-2019-0011647,0
JOB-2019-0016353,3
JOB-2019-0009032,9
JOB-2019-0014660,0
JOB-2019-0019507,2
JOB-2019-0013959,7
JOB-2019-0010474,0
JOB-2019-0019091,8
JOB-2019-0001143,9
JOB-2019-0002908,3
JOB-2019-0019181,3
JOB-2019-0006540,0
JOB-2019-0005061,0
JOB-2019-0014318,0
JOB-2019-0003810,9
JOB-2019-0011095,0
JOB-2019-0005369,8
JOB-2019-0015765,3
JOB-2019-0019120,9
JOB-2019-0010859,0
JOB-2019-0004498,0
JOB-2019-0017800,0
JOB-2019-0020242,4
JOB-2019-0017393,7
JOB-2019-0012154,3
JOB-2019-0005436,0
JOB-2019-0008266,0
JOB-2019-0017919,8
JOB-2019-0012123,8
JOB-2019-0001412,1
JOB-2019-0007815,7
JOB-2019-0002779,0
JOB-2019-0002781,2
JOB-2019-0018400,0
JOB-2019-0015492,9
JOB-2019-0016722,9
JOB-2019-0019044,2
JOB-2019-0006952,0
JOB-2019-0001845,9
JOB-2019-0016982,9
JOB-2019-0008471,3
JOB-2019-0019889,9
JOB-2019-0015656,6
JOB-2019-0014872,8
JOB-2019-0015475,3
JOB-2019-0018175,0
JOB-2019-0003604,1
JOB-2019-0016677,0
JOB-2019-0006381,9
JOB-2019-0006417,9
JOB-2019-0019846,9
JOB-2019-0018770,4
JOB-2019-0011394,9
JOB-2019-0020189,0
JOB-2019-0012424,9
JOB-2019-0014867,3
JOB-2019-0000873,6
JOB-2019-0016704,8
JOB-2019-0012947,4
JOB-2019-0018815,0
JOB-2019-0006407,6
JOB-2019-0004584,3
JOB-2019-0014656,3
JOB-2019-0005497,9
JOB-2019-0005405,0
JOB-2019-0002457,0
JOB-2019-0007864,7
JOB-2019-0011542,4
JOB-2019-0009047,0
JOB-2019-0010935,1
JOB-2019-0008208,4
JOB-2019-0011422,0
JOB-2019-0012770,1
JOB-2019-0014901,9
JOB-2019-0001138,1
JOB-2019-0001953,9
JOB-2019-0014582,0
JOB-2019-0002951,3
JOB-2019-0015225,6
JOB-2019-0014264,1
JOB-2019-0010153,2
JOB-2019-0001847,9
JOB-2019-0007621,9
JOB-2019-0004385,7
JOB-2019-0014041,3
JOB-2019-0012742,7
JOB-2019-0002590,6
JOB-2019-0018106,9
JOB-2019-0015836,3
JOB-2019-0002625,8
JOB-2019-0012177,0
JOB-2019-0001076,3
JOB-2019-0019473,2
JOB-2019-0002280,0
JOB-2019-0003603,0
JOB-2019-0001183,8
JOB-2019-0001938,9
JOB-2019-0005275,0
JOB-2019-0011058,4
JOB-2019-0019344,0
JOB-2019-0001427,0
JOB-2019-0013305,0
JOB-2019-0003562,3
JOB-2019-0013928,9
JOB-2019-0007429,1
JOB-2019-0006256,6
JOB-2019-0002125,0
JOB-2019-0015320,0
JOB-2019-0007186,9
JOB-2019-0015581,2
JOB-2019-0006746,9
JOB-2019-0005844,9
JOB-2019-0019932,9
JOB-2019-0008304,0
JOB-2019-0004823,7
JOB-2019-0000022,3
JOB-2019-0007941,9
JOB-2019-0016695,6
JOB-2019-0019671,0
JOB-2019-0008962,2
JOB-2019-0007374,3
JOB-2019-0013812,5
JOB-2019-0010924,1
JOB-2019-0007126,3
JOB-2019-0010573,6
JOB-2019-0005403,0
JOB-2019-0001027,9
JOB-2019-0007504,2
JOB-2019-0007093,9
JOB-2019-0004566,0
JOB-2019-0012026,6
JOB-2019-0011519,3
JOB-2019-0007697,3
JOB-2019-0001195,8
JOB-2019-0006140,7
JOB-2019-0008811,4
JOB-2019-0010601,9
JOB-2019-0010794,6
JOB-2019-0008283,2
JOB-2019-0015089,1
JOB-2019-0019346,6
JOB-2019-0016547,9
JOB-2019-0010722,4
JOB-2019-0000581,3
JOB-2019-0014882,0
JOB-2019-0011030,9
JOB-2019-0006007,9
JOB-2019-0012121,3
JOB-2019-0007200,9
JOB-2019-0015939,8
JOB-2019-0015934,2
JOB-2019-0015352,8
JOB-2019-0015160,7
JOB-2019-0006207,3
JOB-2019-0008776,1
JOB-2019-0012096,0
JOB-2019-0019215,1
JOB-2019-0019780,0
JOB-2019-0009995,3
JOB-2019-0017162,3
JOB-2019-0016907,6
JOB-2019-0005685,9
JOB-2019-0002465,3
JOB-2019-0006630,3
JOB-2019-0016657,6
JOB-2019-0016147,0
JOB-2019-0009924,2
JOB-2019-0016012,0
JOB-2019-0007376,9
JOB-2019-0001079,0
